2.00E+00,-1.34E-01,3.43E+00,-1.47E+00
1.00E+00,4.41E+00,1.46E+00,-1.24E+00
1.00E+00,5.39E+00,-1.59E-01,1.42E+00
2.00E+00,6.85E-02,5.38E+00,4.91E-01
0.00E+00,-8.83E-01,-2.99E-01,-1.47E+00
1.00E+00,4.14E+00,5.41E-01,1.61E+00
1.00E+00,5.71E+00,2.98E-01,-1.15E+00
0.00E+00,2.40E-01,-4.21E-01,9.65E-01
0.00E+00,6.85E-01,-3.43E-01,8.74E-02
1.00E+00,3.97E+00,3.93E-02,-6.61E-01
0.00E+00,-6.87E-01,-1.52E+00,-8.12E-01
1.00E+00,6.61E+00,5.73E-01,-7.09E-01
2.00E+00,-3.09E-01,5.11E+00,1.09E-01
1.00E+00,4.30E+00,5.92E-01,-9.13E-01
0.00E+00,7.33E-01,1.47E+00,8.28E-01
2.00E+00,1.04E+00,6.43E+00,7.40E-02
1.00E+00,5.55E+00,8.61E-01,2.20E+00
1.00E+00,5.27E+00,-1.32E-02,1.57E+00
1.00E+00,5.50E+00,9.66E-01,6.65E-01
2.00E+00,1.20E+00,3.87E+00,4.36E-01
1.00E+00,3.60E+00,9.07E-01,-1.83E-01
2.00E+00,-7.36E-01,4.46E+00,9.43E-02
1.00E+00,6.18E+00,-2.38E+00,9.06E-01
1.00E+00,3.77E+00,-3.01E-01,-3.67E-01
0.00E+00,6.61E-01,4.86E-01,2.41E-02
2.00E+00,-9.80E-01,4.57E+00,-1.41E+00
1.00E+00,5.86E+00,-7.81E-02,1.01E-01
0.00E+00,7.52E-01,-1.74E-01,7.22E-03
2.00E+00,-1.98E-01,4.95E+00,7.72E-01
0.00E+00,-4.79E-02,-2.62E-01,-9.43E-01
1.00E+00,4.97E+00,-6.51E-01,-1.72E+00
0.00E+00,-4.39E-01,9.72E-01,-1.50E+00
0.00E+00,-1.53E+00,1.45E+00,-1.59E+00
2.00E+00,8.29E-01,4.00E+00,4.97E-01
0.00E+00,-1.92E-01,-1.32E-01,-1.37E+00
